"","ReadEng","PicVocab","Precuneus","Postcentral","Cuneus","Posteriorcingulate","Temporalpole"
"1",-0.342492366759037,0.286349757118838,1.66774422331488,1.60698571302443,3.00860585906439,0.963894093073844,1.07828051966549
"2",-0.576937513940863,-1.03756510941048,-0.66487479437876,-0.206670190654387,-0.540482876669142,0.0352508943030592,-0.460098424952796
"3",1.38687199839801,1.78313694008389,-0.0108694623151214,0.858210563248536,0.0431239608913191,1.43083897833147,-0.49506158278503
"4",2.28702395162851,2.4690244417714,0.440988767110665,0.0284333524150892,0.512856293561934,-0.143132545008843,-0.792248424359018
"5",-0.343306675428571,-2.2660434415078,-0.99782296342934,-1.29723452489263,-0.896340704449911,-2.17355581011785,0.571314731098103
"6",0.19697765810111,0.281603383477862,-1.09889651474827,-0.481286934239742,0.512856293561934,-0.468419993165841,-0.425135267120562
"7",-0.970144445565242,0.647668754486945,-0.464709526080495,-0.0308364483587284,0.104805984373319,0.0824700400032686,-0.26780105687551
"8",0.358570585476112,0.467713388156223,-0.409218164572065,-0.755903677825097,-0.488290395261296,-0.368735130020955,-0.145430004462691
"9",1.03935157061661,0.798572141498726,0.429097761073145,0.125240693678991,0.0715925871137806,-0.909132019701129,-0.809730003275135
"10",-0.194449156896848,0.541808974907549,1.65783505161695,1.36200386982599,1.06799450489993,0.329058911993251,-0.599951056281732
"11",-0.602503018682015,-0.065340882291862,0.0723675799475235,-1.16288964313865,0.313575910004703,0.769770938528539,0.868501572672091
"12",0.729791183023101,0.425851415801856,0.52422580937331,0.984652804899347,2.13556798824224,1.93975643754484,1.34050420340725
"13",-0.982112889266286,-0.471912118900748,0.395406577300169,1.33632028949066,0.346789307264242,2.24405759872397,2.28450946487756
"14",0.422796814609161,0.758274907707319,0.607462851635955,1.01033638523467,-0.298499553778219,1.7666195699774,0.641241046762571
"15",-1.53990485919093,-1.88878288766026,-0.793694026451901,-1.77139293108317,0.792797784749472,0.0877166117477363,-0.757285266526784
"16",-0.167510689864041,-1.22133843783483,-0.161488872123717,0.99650676505411,-0.763487115411757,0.266100051059639,-0.0405405309659896
"17",0.151594152832836,0.621360283448393,1.21984966256827,0.0659708929051737,0.745350074378703,-0.384474845254358,1.69013578172959
"18",0.947552471184958,0.729337675882994,0.96815670144075,1.16048654719501,1.09171836008532,0.948154377840441,0.501388415433636
"19",-0.550425138653743,-0.867530185568921,-0.32598112230942,-1.6014861688649,-0.194114590962527,-0.667789719455614,-0.372690530372211
"20",-2.79356146205335,-1.5195045868019,-0.807566866829009,-1.03842306151363,-0.364926348297296,0.733044936317265,0.623759467846454
"21",0.315014540361555,1.43367866102301,-1.45959036455306,-1.0463257016168,-2.29130338935053,-1.12424146122431,0.221683152775764
"22",-1.38671067355867,-1.00731349719327,-0.760002842678926,-0.69663387705128,0.18072232096655,-0.646803432477743,1.00835420400103
"23",1.07195232351431,0.76856045586117,0.496480128619095,0.307001416052032,-0.00432374947945012,0.79075722550641,1.16568841424608
"24",-1.29020562751355,-1.83467214183505,-0.916567755506282,-1.47899524726567,-0.554717189780373,-1.07177574377963,-0.49506158278503
"25",1.23158522885916,-0.210339989126077,-0.205089227594626,-0.469432974084979,0.0810821291879344,1.04783924098533,-0.792248424359018
"26",0.190027628293701,0.486490250911733,-0.771893848716447,-0.915932139914405,-0.0517714598502193,-0.31102284083181,-0.320245793623861
"27",0.805493483173289,0.945480229379751,1.81439996444431,1.88950509671296,0.0668478160767037,1.14752410413021,0.326572626272466
"28",0.789775432110211,0.321765006593814,0.666917881823559,0.451224597934988,-0.355436806223142,-0.111653114542037,0.833538414839857
"29",1.17967778552916,-0.23468732116572,0.766009598802898,0.680401160927083,1.37640462230993,-0.510392567121583,-1.31669579184253
"30",0.019590930019354,-0.184261013076758,0.815555457292568,-0.692682556999692,0.522345835636088,-0.0434476818639564,0.518869994349752
"31",1.3811907751222,0.959041296925398,0.0981314263621517,0.303050096000444,0.24240434444855,0.869455801673425,-0.984545792436304
"32",1.77854499973792,0.823920906218665,1.81638179878389,1.86184585635185,0.826011182009011,-0.0434476818639564,-0.0405405309659896
"33",0.222704130835078,0.619513891944101,1.76881777463381,0.486786478399279,0.199701405114857,-0.137885973264375,0.309091047356349
"34",0.333772045877194,0.495127607779267,-1.03151414720232,-0.350893372537344,-0.962767498968988,-1.19244689390239,-1.42158526533923
"35",0.626534949985224,1.17393205957179,-0.310126447592726,-0.242232071118678,0.536580148747319,-0.0277079666305533,1.30554104557501
"36",1.67594210737676,1.65721721212735,0.976084038799097,0.559885899353654,1.94577714675916,0.229374048848365,0.3615357841047
"37",-0.954151802043832,-1.83618993824112,-0.718384321547603,-0.597850875761584,-1.18102696667453,-0.615324002010937,0.571314731098103
"38",-0.624139010657397,-0.143849031790733,0.867083150121824,0.555934579302066,-0.270030927555758,1.27344182599744,-0.984545792436304
"39",-0.338326136356776,0.00663709160425881,-1.50715438870314,-2.37396923895032,-1.68871746764176,-1.16621403518005,-0.564987898449498
"40",0.66948499795036,1.06647624665817,0.651063207106864,1.28100180876843,1.01580202349209,0.481209492582815,1.89991472872299
"41",-0.19440181336955,-0.577531971900491,-0.668838463057934,-1.18067058337079,0.863969350305626,-0.0959133993086336,-0.547506319533381
"42",-1.31833715143427,-1.12414730989422,-0.161488872123717,-0.923834780017581,-0.388650203482681,-0.116899686286504,-0.687358950862316
"43",0.188133887201764,0.172499379277929,1.46559712067703,0.419614037522286,0.432195185931626,-0.258557123387133,-0.49506158278503
"44",0.379070332796331,1.24785030928598,0.875010487480171,0.192413134555985,0.432195185931626,0.780264082017474,-0.564987898449498
